Sex,Length,Diameter,Whole weight,Shucked weight,Viscera weight,Shell weight,log_Height,Rings
I,0.5,0.395,0.537,0.2165,0.1085,0.1785,0.11332868530700317,9
M,0.31,0.245,0.9825985765124554,0.0525,0.034,0.048,0.09075436326846414,7
F,0.505,0.38,0.651,0.2935,0.19,0.17,0.13540463700620295,12
I,0.42,0.305,0.28,0.094,0.0785,0.0955,0.10436001532424277,9
M,0.4,0.315,0.287,0.1135,0.037,0.113,0.09984533496971613,10
M,0.425,0.315,0.3525,0.1135,0.0565,0.13,0.11778303565638346,18
M,0.31,0.235,0.12,0.0415,0.033,0.04,0.058268908123975775,11
F,0.465,0.35,0.494,0.1945,0.103,0.155,0.12221763272424921,18
F,0.465,0.36,0.4765,0.192,0.1125,0.16,0.11332868530700317,10
M,0.35,0.255,0.2145,0.1,0.0465,0.06,0.08157998699242289,13
I,0.52,0.415,0.595,0.2105,0.142,0.26,0.14842000511827327,15
F,0.475,0.365,0.4805,0.1905,0.114,0.1475,0.12221763272424921,12
F,0.41,0.315,0.321,0.1255,0.0655,0.095,0.10436001532424277,10
M,0.26,0.2,0.096,0.044,0.027,0.03,0.06297479916138843,6
I,0.575,0.45,0.9315,0.358,0.2145,0.26,0.15700374880966475,13
I,0.565,0.435,0.782,0.2715,0.168,0.285,0.14410034397375684,14
M,0.26,0.19,0.0945,0.0445,0.02,0.03,0.0723206615796261,6
F,0.53,0.385,0.6695,0.289,0.151,0.18,0.11778303565638346,10
F,0.34,0.255,0.213,0.081,0.034,0.07,0.09075436326846414,9
I,0.52,0.38,0.525,0.1775,0.115,0.185,0.1310282624064041,11
F,0.635,0.5,1.312,0.529,0.2485,0.485,0.16551443847757338,18
F,0.61,0.485,1.087,0.4255,0.232,0.38,0.1527210870176639,11
F,0.66,0.515,1.523,0.54,0.3365,0.555,0.16551443847757338,16
I,0.635,0.5,1.319,0.5485,0.292,0.49,0.16551443847757338,16
F,0.465,0.4492524682651622,0.579,0.208,0.1095,0.22,0.126632650933366,14
M,0.515,0.4,0.8175,0.2515,0.156,0.3,0.14842000511827327,23
I,0.335,0.24,0.17,0.062,0.039,0.055,0.09075436326846414,9
F,0.515,0.4,0.796,0.258,0.1755,0.28,0.15700374880966475,16
F,0.345,0.255,0.197,0.071,0.051,0.06,0.09531017980432487,9
M,0.465,0.355,0.5255,0.2025,0.135,0.145,0.11778303565638346,13
M,0.54,0.415,0.879,0.339,0.208,0.255,0.15700374880966475,10
M,0.475,0.43833921015514804,0.4625,0.186,0.107,0.145,0.11778303565638346,9
F,0.445,0.335,0.4565,0.1785,0.114,0.14,0.1310282624064041,11
M,0.5,0.355,0.528,0.2125,0.149,0.14,0.1310282624064041,9
M,0.5,0.38,0.5835,0.2295,0.1265,0.18,0.126632650933366,12
F,0.55,0.435,1.0224226985242446,0.2875,0.1645,0.28,0.15700374880966475,14
I,0.275,0.205,0.096,0.036,0.0185,0.03,0.07696104113612832,6
F,0.35,0.265,0.1855,0.0745,0.0415,0.06,0.08617769624105233,7
F,0.37,0.285,0.27,0.1125,0.0585,0.0835,0.09984533496971613,9
F,0.42,0.33,0.463,0.186,0.11,0.145,0.11778303565638346,10
M,0.35,0.26,0.198,0.0725,0.056,0.06,0.08617769624105233,10
F,0.395,0.305,0.282,0.0975,0.065,0.096,0.09984533496971613,9
I,0.325,0.2,0.0995,0.0395,0.0225,0.032,0.07696104113612832,8
I,0.275,0.2,0.092,0.0385,0.0235,0.027,0.06297479916138843,5
I,0.235,0.17,0.0625,0.023,0.014,0.022,0.06297479916138843,6
I,0.25,0.18,0.073,0.028,0.017,0.0225,0.058268908123975775,5
I,0.25,0.185,0.071,0.027,0.0185,0.0225,0.06297479916138843,5
I,0.2,0.145,0.036,0.0125,0.008,0.011,0.04879016416943201,4
F,0.585,0.47,1.099,0.3975,0.2325,0.358,0.15700374880966475,20
M,0.445,0.35,0.5905,0.2025,0.158,0.19,0.1310282624064041,14
F,0.5,0.385,0.768,0.2625,0.095,0.27,0.12221763272424921,13
M,0.44,0.325,0.413,0.144,0.1015,0.13,0.07696104113612832,8
M,0.515,0.405,0.8505,0.312,0.146,0.315,0.1310282624064041,17
F,0.52,0.405,0.6915,0.276,0.137,0.215,0.1310282624064041,11
M,0.5,0.39,0.709,0.275,0.168,0.18,0.12221763272424921,11
M,0.425,0.325,0.3755,0.142,0.1065,0.105,0.11332868530700317,9
M,0.51,0.415,0.8185,0.3025,0.2155,0.235,0.1310282624064041,16
F,0.37,0.275,0.227,0.093,0.0625,0.07,0.07696104113612832,8
M,0.54,0.415,0.8245,0.272,0.226,0.27988756983240226,0.12221763272424921,13
M,0.615,0.475,1.1825,0.474,0.2895,0.24,0.15700374880966475,11
M,0.565,0.44,1.122,0.393,0.2,0.375,0.16126814759612226,20
M,0.645,0.515,1.6115,0.6745,0.384,0.385,0.16126814759612226,14
F,0.615,0.47,1.2985,0.5135,0.343,0.32,0.16126814759612226,14
M,0.605,0.49,1.3,0.517,0.3285,0.31,0.13540463700620295,14
F,0.59,0.455,1.161,0.38,0.2455,0.28,0.1527210870176639,12
M,0.645,0.485,1.489,0.5915,0.312,0.38,0.14410034397375684,18
F,0.57,0.42,1.008,0.377,0.193,0.34,0.14410034397375684,13
F,0.47,0.355,0.441,0.1525,0.1165,0.135,0.16551443847757338,8
F,0.5,0.44,0.742,0.2025,0.2005,0.2115,0.14410034397375684,14
F,0.52,0.425,0.7,0.207,0.1905,0.24,0.13540463700620295,13
M,0.39,0.285,0.271,0.11,0.06,0.08,0.09075436326846414,8
M,0.52,0.4,0.8565,0.2745,0.201,0.21,0.1527210870176639,12
F,0.54,0.415,0.8975,0.275,0.241,0.275,0.16126814759612226,14
M,0.46,0.36,0.6105,0.1955,0.107,0.235,0.126632650933366,14
I,0.355,0.26,0.1925,0.077,0.038,0.065,0.08617769624105233,8
F,0.49,0.4,1.0224226985242446,0.21,0.1295,0.2515,0.13540463700620295,13
F,0.63,0.51,1.235,0.5115,0.349,0.3065,0.16974277458709452,11
M,0.5,0.385,0.7615,0.246,0.195,0.204,0.13540463700620295,14
M,0.49,0.39,0.592,0.242,0.096,0.1835,0.126632650933366,15
M,0.44,0.325,0.39,0.163,0.087,0.113,0.10885440491208208,7
F,0.515,0.395,0.7565,0.1905,0.17,0.3205,0.1527210870176639,10
F,0.475,0.38,0.57,0.167,0.118,0.187,0.13540463700620295,11
I,0.42,0.31,0.2865,0.115,0.0735,0.085,0.09531017980432487,8
F,0.4,0.305,0.2935,0.096,0.0675,0.105,0.12221763272424921,9
M,0.45,0.36,0.567,0.174,0.1245,0.225,0.14842000511827327,12
F,0.52,0.4,0.6245,0.215,0.2065,0.17,0.12221763272424921,15
M,0.505,0.4,0.8415,0.2715,0.1775,0.285,0.14410034397375684,12
M,0.495,0.4,0.7775,0.2015,0.18,0.25,0.1310282624064041,15
M,0.54,0.41,0.989,0.2815,0.213,0.355,0.13540463700620295,19
F,0.48,0.39,0.6905,0.219,0.155,0.2,0.11778303565638346,12
F,0.33,0.26,0.2,0.0625,0.05,0.07,0.07696104113612832,9
I,0.285,0.21,0.109,0.044,0.0265,0.033,0.06765864847381481,5
I,0.3,0.23,0.127,0.052,0.03,0.0345,0.0723206615796261,6
I,0.31,0.24,0.2885,0.118,0.065,0.083,0.09984533496971613,6
I,0.34,0.255,0.18,0.0745,0.04,0.0525,0.0723206615796261,6
I,0.375,0.3,0.144,0.059,0.03,0.12803508771929822,0.0723206615796261,7
I,0.415,0.325,0.4665,0.2285,0.1065,0.114,0.09531017980432487,7
F,0.415,0.315,0.33,0.1405,0.0705,0.095,0.09984533496971613,6
I,0.415,0.315,0.3625,0.175,0.0835,0.093,0.08617769624105233,6
I,0.42,0.32,0.34,0.1745,0.05,0.0945,0.09531017980432487,8
I,0.425,0.31,0.365,0.159,0.0825,0.105,0.09984533496971613,6
M,0.465,0.375,0.5,0.21,0.113,0.1505,0.10436001532424277,8
F,0.465,0.35,0.6265,0.259,0.1445,0.175,0.126632650933366,8
I,0.47,0.37,0.5555,0.25,0.115,0.163,0.10436001532424277,8
F,0.47,0.375,0.6015,0.2765,0.1455,0.135,0.11332868530700317,8
I,0.475,0.365,0.53,0.2505,0.0975,0.1625,0.11332868530700317,10
M,0.48,0.37,0.6315,0.3445,0.1015,0.161,0.126632650933366,7
M,0.5,0.4,0.7715,0.37,0.16,0.211,0.12221763272424921,8
I,0.505,0.39,0.6125,0.267,0.142,0.172,0.16974277458709452,7
F,0.525,0.425,0.872,0.4625,0.1725,0.199,0.173953307123438,9
F,0.54,0.42,0.8115,0.392,0.1455,0.2235,0.11332868530700317,9
M,0.545,0.45,0.8795,0.387,0.15,0.2625,0.13976194237515868,11
F,0.565,0.44,0.983,0.4475,0.2355,0.2485,0.13976194237515868,9
M,0.58,0.46,1.145,0.48,0.277,0.325,0.16551443847757338,11
M,0.59,0.455,0.9825985765124554,0.5,0.2215,0.292,0.14842000511827327,9
M,0.59,0.48,1.262,0.5685,0.2725,0.335,0.14842000511827327,9
M,0.595,0.49,1.185,0.482,0.2015,0.361,0.16974277458709452,10
F,0.6,0.475,1.4405,0.5885,0.191,0.3175,0.126632650933366,9
F,0.6,0.5,1.332,0.6235,0.2835,0.35,0.14410034397375684,8
F,0.6,0.485,1.1405,0.587,0.2175,0.288,0.1527210870176639,9
M,0.605,0.475,1.201,0.5395,0.275,0.309,0.16126814759612226,10
F,0.625,0.49,1.33,0.6675,0.259,0.33,0.14410034397375684,10
M,0.63,0.5,1.362,0.5785,0.3125,0.384,0.16974277458709452,10
M,0.64,0.585,1.647,0.7225,0.331,0.471,0.178146185383474,12
F,0.64,0.5,1.4995,0.593,0.314,0.431,0.16551443847757338,11
F,0.655,0.545,1.6225,0.6555,0.299,0.513,0.1527210870176639,12
I,0.66,0.525,1.786,0.6725,0.3615,0.4065,0.1947440767925118,11
M,0.66,0.535,1.791,0.733,0.318,0.54,0.18232155679395462,15
F,0.675,0.555,1.925,0.713,0.358,0.4535,0.1864795669426183,13
F,0.675,0.55,1.689,0.694,0.371,0.474,0.16126814759612226,13
F,0.69,0.55,1.659,0.8715,0.2655,0.4395,0.16551443847757338,9
F,0.695,0.53,2.0475,0.75,0.4195,0.6095,0.18232155679395462,14
F,0.7,0.525,1.6015,0.707,0.365,0.43,0.173953307123438,10
F,0.73,0.57,2.0165,1.0685,0.418,0.435,0.1527210870176639,10
I,0.205,0.15,0.04,0.02,0.011,0.013,0.06297479916138843,4
I,0.225,0.17,0.0565,0.024,0.013,0.016,0.06765864847381481,4
F,0.23,0.18,0.064,0.0215,0.0135,0.02,0.04879016416943201,5
I,0.275,0.195,0.0875,0.0345,0.022,0.0255,0.06765864847381481,4
I,0.28,0.21,0.106,0.0415,0.0265,0.031,0.05354076692802982,5
I,0.28,0.3257367149758454,0.1315,0.066,0.024,0.03,0.07696104113612832,5
I,0.295,0.22,0.126,0.0515,0.0275,0.035,0.06765864847381481,6
I,0.31,0.225,0.155,0.065,0.037,0.0365,0.0723206615796261,6
I,0.315,0.3257367149758454,0.43063559999999995,0.058,0.0325,0.047,0.06765864847381481,7
I,0.34,0.265,0.185,0.0625,0.0395,0.07,0.06765864847381481,7
I,0.37,0.29,0.2545,0.108,0.0565,0.07,0.07696104113612832,6
I,0.38,0.285,0.237,0.115,0.0405,0.07,0.08157998699242289,6
I,0.39,0.295,0.279,0.1155,0.059,0.08,0.09531017980432487,7
I,0.405,0.31,0.3205,0.1575,0.066,0.088,0.06297479916138843,6
I,0.415,0.325,0.3335,0.1445,0.0715,0.095,0.09531017980432487,7
I,0.44,0.335,0.3885,0.175,0.0835,0.111,0.10436001532424277,7
I,0.44,0.345,0.545,0.269,0.111,0.1305,0.10885440491208208,6
I,0.44,0.325,0.4165,0.185,0.0865,0.11,0.09531017980432487,6
I,0.44,0.355,0.495,0.231,0.11,0.125,0.11332868530700317,7
I,0.45,0.35,0.4775,0.2235,0.089,0.118,0.11778303565638346,6
I,0.45,0.35,0.468,0.2005,0.1065,0.1325,0.11332868530700317,8
F,0.455,0.35,0.4555,0.1945,0.1045,0.1375,0.11332868530700317,7
F,0.46,0.35,0.46,0.2025,0.1115,0.1165,0.10885440491208208,6
I,0.46,0.345,0.4155,0.198,0.0885,0.107,0.11332868530700317,7
I,0.46,0.345,0.4215,0.1895,0.102,0.111,0.10885440491208208,6
I,0.465,0.355,0.474,0.23,0.1005,0.12,0.10436001532424277,7
M,0.465,0.34,0.486,0.231,0.1035,0.1225,0.09984533496971613,9
I,0.475,0.385,0.5735,0.311,0.1025,0.136,0.10436001532424277,7
I,0.475,0.355,0.468,0.201,0.1115,0.12,0.09984533496971613,8
M,0.48,0.37,0.5135,0.243,0.1015,0.135,0.09531017980432487,8
M,0.5,0.375,0.6215,0.274,0.166,0.1485,0.13540463700620295,7
I,0.5,0.38,0.494,0.218,0.09,0.1325,0.10436001532424277,7
I,0.505,0.385,0.6005,0.239,0.142,0.185,0.11332868530700317,7
M,0.515,0.395,0.646,0.285,0.1365,0.172,0.11332868530700317,9
M,0.525,0.415,0.7945,0.394,0.189,0.202,0.126632650933366,7
M,0.525,0.425,0.812,0.4035,0.1705,0.195,0.11778303565638346,8
F,0.53,0.42,0.828,0.41,0.208,0.1505,0.15700374880966475,6
M,0.53,0.43833921015514804,0.681,0.3095,0.1415,0.1835,0.1310282624064041,6
F,0.53,0.405,0.889,0.4055,0.2275,0.215,0.13976194237515868,8
M,0.54,0.435,0.7345,0.33,0.1595,0.213,0.1310282624064041,9
F,0.55,0.425,0.964,0.5475,0.159,0.215,0.11778303565638346,8
F,0.555,0.425,0.963,0.44,0.224,0.24,0.1310282624064041,7
F,0.57,0.445,0.995,0.504,0.185,0.2505,0.13976194237515868,9
F,0.57,0.435,0.8585,0.3905,0.196,0.2295,0.1310282624064041,8
M,0.575,0.45,0.948,0.429,0.206,0.259,0.14410034397375684,7
F,0.58,0.445,0.888,0.41,0.1815,0.2425,0.13540463700620295,8
F,0.585,0.45,0.9045,0.405,0.2215,0.2335,0.14842000511827327,8
M,0.59,0.465,1.046,0.4695,0.263,0.263,0.1310282624064041,7
F,0.595,0.47,1.1775,0.542,0.269,0.31,0.14410034397375684,9
F,0.595,0.465,1.0765,0.491,0.22,0.287,0.13976194237515868,9
F,0.595,0.465,1.0255,0.412,0.2745,0.289,0.13976194237515868,11
F,0.6,0.46,0.9325,0.3985,0.2245,0.248,0.13540463700620295,8
F,0.6,0.46,1.235,0.6025,0.274,0.29,0.13976194237515868,8
M,0.6,0.46,1.247,0.5335,0.2735,0.29,0.13976194237515868,9
M,0.61,0.48,1.1495,0.564,0.274,0.264,0.13976194237515868,8
F,0.615,0.485,1.1575,0.5005,0.2495,0.315,0.14842000511827327,10
F,0.615,0.5,1.327,0.6,0.3015,0.355,0.1527210870176639,10
M,0.615,0.47,1.2,0.5085,0.32,0.292,0.14410034397375684,8
F,0.62,0.51,1.2705,0.5415,0.323,0.3225,0.16126814759612226,9
F,0.62,0.485,1.2155,0.545,0.253,0.345,0.16126814759612226,10
F,0.62,0.475,1.3245,0.6865,0.233,0.3275,0.14842000511827327,9
M,0.625,0.48,1.3555,0.671,0.268,0.3385,0.15700374880966475,10
F,0.625,0.49,1.127,0.477,0.2365,0.3185,0.1527210870176639,9
F,0.625,0.49,1.1075,0.4485,0.2165,0.3595,0.16126814759612226,8
F,0.63,0.495,1.4255,0.659,0.336,0.38,0.18232155679395462,11
F,0.63,0.495,1.147,0.5455,0.266,0.2885,0.13540463700620295,9
M,0.63,0.48,1.286,0.604,0.271,0.35,0.1527210870176639,8
F,0.635,0.495,1.596,0.617,0.317,0.37,0.16551443847757338,11
F,0.635,0.495,1.297,0.556,0.2985,0.37,0.178146185383474,11
F,0.645,0.49,1.251,0.5355,0.3345,0.3165,0.14842000511827327,9
M,0.645,0.5,1.5105,0.6735,0.3755,0.3775,0.16126814759612226,12
F,0.65,0.5,1.4415,0.741,0.2955,0.341,0.16974277458709452,9
M,0.67,0.52,1.6385,0.8115,0.369,0.391,0.173953307123438,9
F,0.69,0.545,1.933,0.7855,0.429,0.498,0.1864795669426183,13
M,0.69,0.54,1.71,0.7725,0.3855,0.4325,0.16974277458709452,8
F,0.695,0.55,1.8495,0.767,0.442,0.4175,0.14410034397375684,10
M,0.695,0.525,1.742,0.696,0.389,0.505,0.16126814759612226,12
F,0.7,0.575,1.7975,0.7295,0.3935,0.5165,0.1864795669426183,13
F,0.705,0.56,2.381,0.9915,0.5005,0.624,0.1864795669426183,10
M,0.765,0.585,2.398,1.128,0.512,0.5335,0.16551443847757338,12
M,0.77,0.6,2.1945,1.0515,0.482,0.584,0.1947440767925118,10
I,0.22,0.16,0.049,0.0215,0.01,0.015,0.04879016416943201,4
I,0.275,0.205,0.1055,0.495,0.019,0.0315,0.06765864847381481,5
I,0.29,0.21,0.1045,0.0415,0.022,0.035,0.058268908123975775,5
F,0.33,0.24,0.163,0.0745,0.033,0.048,0.0723206615796261,6
I,0.355,0.285,0.2275,0.0955,0.0475,0.0715,0.09075436326846414,6
I,0.375,0.29,0.219,0.0925,0.038,0.075,0.09531017980432487,6
I,0.415,0.315,0.3645,0.1765,0.0795,0.12803508771929822,0.09531017980432487,8
I,0.425,0.33,0.3265,0.1315,0.077,0.103,0.10885440491208208,6
I,0.425,0.34,0.3515,0.1625,0.082,0.094,0.09531017980432487,7
I,0.43,0.32,0.3465,0.1635,0.08,0.09,0.09531017980432487,7
I,0.44,0.34,0.407,0.209,0.0735,0.103,0.09531017980432487,7
I,0.44,0.335,0.4215,0.173,0.0765,0.113,0.10885440491208208,7
I,0.46,0.345,0.3755,0.1525,0.058,0.125,0.10436001532424277,7
F,0.46,0.37,0.5335,0.2645,0.108,0.1345,0.11332868530700317,6
I,0.465,0.355,0.442,0.2085,0.0975,0.1185,0.09984533496971613,7
I,0.475,0.365,0.1315,0.2025,0.0875,0.123,0.09531017980432487,7
I,0.475,0.375,0.5205,0.233,0.119,0.1455,0.10885440491208208,7
I,0.485,0.375,0.5535,0.266,0.112,0.157,0.12221763272424921,8
I,0.49,0.375,0.5445,0.279,0.115,0.13,0.11778303565638346,8
M,0.49,0.38,0.554,0.2935,0.1005,0.15,0.10436001532424277,8
I,0.495,0.38,0.512,0.233,0.1205,0.136,0.11332868530700317,7
I,0.5,0.39,0.583,0.294,0.132,0.1605,0.11778303565638346,8
M,0.5,0.38,0.5765,0.273,0.135,0.145,0.11332868530700317,9
M,0.505,0.4,0.723,0.377,0.149,0.178,0.126632650933366,7
I,0.51,0.395,0.5395,0.2465,0.1085,0.167,0.14410034397375684,8
I,0.51,0.385,0.43063559999999995,0.3095,0.119,0.1725,0.13976194237515868,8
I,0.515,0.4,0.5925,0.265,0.1175,0.168,0.11778303565638346,9
I,0.52,0.395,0.633,0.2985,0.1295,0.175,0.126632650933366,9
F,0.545,0.43,0.832,0.4355,0.17,0.201,0.1310282624064041,9
M,0.545,0.42,0.778,0.3745,0.1545,0.205,0.13540463700620295,7
M,0.545,0.42,0.7865,0.403,0.185,0.17,0.11332868530700317,7
F,0.545,0.4,0.778,0.368,0.215,0.18,0.1310282624064041,9
I,0.55,0.42,0.636,0.294,0.144,0.1755,0.12221763272424921,8
F,0.55,0.44,0.8435,0.434,0.1995,0.185,0.126632650933366,8
F,0.555,0.425,0.648,0.2835,0.133,0.2105,0.12221763272424921,8
M,0.565,0.43833921015514804,0.784,0.3495,0.1885,0.213,0.12221763272424921,9
F,0.57,0.45,0.908,0.4015,0.217,0.255,0.16551443847757338,9
M,0.57,0.45,1.02,0.546,0.204,0.25,0.126632650933366,9
F,0.57,0.43,0.811,0.3875,0.159,0.2285,0.14842000511827327,9
F,0.575,0.48,0.897,0.4235,0.1905,0.248,0.13976194237515868,8
M,0.58,0.455,0.852,0.41,0.1725,0.225,0.12221763272424921,8
F,0.585,0.45,0.938,0.467,0.203,0.225,0.13976194237515868,7
F,0.585,0.435,0.6955,0.3085,0.129,0.2245,0.1310282624064041,8
M,0.59,0.47,0.861,0.413,0.164,0.249,0.13976194237515868,8
M,0.59,0.46,1.004,0.496,0.2165,0.26,0.1310282624064041,9
F,0.59,0.46,1.0115,0.445,0.2615,0.2565,0.14842000511827327,8
F,0.595,0.465,1.1005,0.5415,0.166,0.265,0.13976194237515868,8
M,0.595,0.47,1.108,0.4915,0.2325,0.3345,0.1527210870176639,9
M,0.595,0.46,0.852,0.4215,0.2255,0.227,0.1310282624064041,9
M,0.6,0.49,1.9875,1.005,0.419,0.491,0.19062035960864973,10
F,0.605,0.48,1.079,0.4505,0.2835,0.293,0.13976194237515868,10
F,0.615,0.475,1.055,0.543,0.246,0.2345,0.15700374880966475,9
M,0.615,0.45,1.198,0.707,0.2095,0.2505,0.13976194237515868,7
F,0.615,0.47,1.084,0.5885,0.209,0.246,0.14410034397375684,9
F,0.615,0.475,1.103,0.4635,0.3095,0.2725,0.16126814759612226,10
M,0.62,0.49,1.1,0.505,0.2475,0.31,0.14410034397375684,9
M,0.62,0.48,1.1015,0.4965,0.243,0.305,0.13976194237515868,10
M,0.625,0.495,1.3835,0.7105,0.3005,0.345,0.16974277458709452,11
F,0.625,0.49,1.115,0.484,0.277,0.3095,0.14410034397375684,9
M,0.625,0.48,1.085,0.4645,0.2445,0.327,0.13540463700620295,10
M,0.63,0.505,1.3165,0.6325,0.2465,0.37,0.13976194237515868,11
M,0.63,0.51,1.3415,0.6575,0.262,0.375,0.16126814759612226,10
M,0.63,0.465,1.027,0.537,0.188,0.176,0.13976194237515868,8
M,0.645,0.515,1.1845,0.506,0.311,0.335,0.14842000511827327,9
M,0.645,0.48,1.192,0.6055,0.2595,0.285,0.13976194237515868,9
F,0.645,0.52,1.285,0.5775,0.352,0.317,0.16551443847757338,9
M,0.65,0.515,1.1805,0.5235,0.283,0.3275,0.11778303565638346,9
F,0.65,0.52,1.2655,0.615,0.2775,0.336,0.16126814759612226,9
F,0.65,0.535,1.2895,0.6095,0.2765,0.344,0.16126814759612226,10
M,0.65,0.51,1.407,0.7215,0.298,0.335,0.14410034397375684,9
F,0.65,0.49,1.122,0.545,0.228,0.3055,0.14410034397375684,9
F,0.66,0.515,1.4465,0.694,0.298,0.3755,0.1527210870176639,10
F,0.665,0.505,1.349,0.5985,0.3175,0.36,0.1527210870176639,9
M,0.67,0.5,1.269,0.576,0.2985,0.351,0.18232155679395462,11
M,0.67,0.51,1.68,0.926,0.2975,0.3935,0.16551443847757338,13
F,0.675,0.55,1.551,0.7105,0.3685,0.412,0.173953307123438,13
M,0.68,0.52,1.4775,0.724,0.279,0.406,0.1527210870176639,11
M,0.68,0.53,1.529,0.7635,0.3115,0.4025,0.16551443847757338,11
M,0.7,0.525,1.7585,0.8745,0.3615,0.47,0.16126814759612226,10
M,0.7,0.55,1.523,0.693,0.306,0.4405,0.18232155679395462,13
F,0.725,0.53,1.0224226985242446,0.83,0.398,0.405,0.173953307123438,11
M,0.725,0.55,1.51,0.8735,0.4265,0.5085,0.18232155679395462,9
F,0.735,0.57,1.88,0.9095,0.387,0.488,0.16126814759612226,11
F,0.74,0.575,2.012,0.8915,0.5265,0.471,0.19885085874516517,12
M,0.75,0.555,2.201,1.0615,0.5235,0.5285,0.1947440767925118,11
I,0.19,0.14,0.0315,0.0125,0.005,0.0105,0.0295588022415444,3
I,0.21,0.15,0.04,0.0135,0.008,0.0105,0.04401688541677432,4
I,0.25,0.175,0.0635,0.0275,0.008,0.02,0.058268908123975775,4
I,0.29,0.215,0.0985,0.0425,0.021,0.031,0.06297479916138843,5
I,0.335,0.25,0.167,0.0675,0.0325,0.0575,0.07696104113612832,6
I,0.34,0.245,0.2015,0.1005,0.038,0.053,0.08157998699242289,6
I,0.345,0.255,0.43063559999999995,0.075,0.0385,0.06,0.09075436326846414,6
I,0.355,0.255,0.187,0.078,0.0505,0.058,0.07696104113612832,7
F,0.36,0.4492524682651622,0.1795,0.074,0.0315,0.06,0.07696104113612832,5
I,0.37,0.275,0.2065,0.096,0.0395,0.058,0.08617769624105233,7
I,0.375,0.29,0.3,0.14,0.0625,0.0825,0.1310282624064041,8
I,0.375,0.275,0.2295,0.095,0.0545,0.066,0.09075436326846414,7
I,0.385,0.3,0.343,0.1705,0.0735,0.081,0.11778303565638346,7
I,0.385,0.285,0.244,0.1215,0.0445,0.068,0.08157998699242289,8
I,0.395,0.32,0.3075,0.149,0.0535,0.09,0.09531017980432487,8
I,0.4,0.305,0.3415,0.176,0.0625,0.0865,0.09531017980432487,7
I,0.405,0.305,0.271,0.0965,0.061,0.091,0.09531017980432487,7
I,0.405,0.31,0.91,0.416,0.2075,0.0995,0.10436001532424277,8
I,0.405,0.305,0.268,0.1145,0.053,0.085,0.09531017980432487,7
I,0.405,0.3,0.2885,0.138,0.0635,0.0765,0.08617769624105233,6
I,0.41,0.315,0.3,0.124,0.0575,0.1,0.09531017980432487,8
I,0.41,0.325,0.326,0.1325,0.075,0.101,0.10436001532424277,8
I,0.415,0.335,0.358,0.169,0.067,0.105,0.09531017980432487,7
I,0.42,0.325,0.314,0.1295,0.0635,0.1,0.10885440491208208,8
I,0.42,0.315,0.4025,0.1855,0.083,0.1015,0.10436001532424277,8
I,0.43,0.34,0.3645,0.159,0.0855,0.105,0.10436001532424277,7
I,0.445,0.36,0.4235,0.182,0.0765,0.14,0.10436001532424277,9
M,0.45,0.325,0.4305,0.2235,0.0785,0.1155,0.10885440491208208,8
I,0.45,0.335,0.3505,0.1615,0.0625,0.1185,0.09075436326846414,7
I,0.455,0.34,0.486,0.261,0.0655,0.1315,0.10885440491208208,8
I,0.46,0.35,0.471,0.252,0.077,0.123,0.09531017980432487,8
I,0.46,0.345,0.415,0.187,0.087,0.11,0.09984533496971613,8
I,0.475,0.355,0.5195,0.279,0.088,0.1325,0.10885440491208208,7
M,0.48,0.375,0.5895,0.2535,0.128,0.172,0.11332868530700317,11
I,0.485,0.38,0.5215,0.2215,0.118,0.16,0.11778303565638346,8
I,0.485,0.365,0.4475,0.1895,0.0925,0.2305,0.1310282624064041,8
I,0.49,0.365,0.5585,0.252,0.126,0.1615,0.11778303565638346,10
I,0.505,0.385,0.596,0.245,0.097,0.21,0.11778303565638346,9
I,0.505,0.38,0.5385,0.2645,0.095,0.165,0.126632650933366,9
I,0.51,0.385,0.7665,0.3985,0.14,0.1805,0.13540463700620295,8
F,0.515,0.395,0.516,0.2015,0.132,0.162,0.126632650933366,9
M,0.515,0.41,0.7355,0.3065,0.137,0.2,0.1310282624064041,7
F,0.515,0.39,0.531,0.2415,0.098,0.1615,0.10436001532424277,8
I,0.525,0.385,0.607,0.2355,0.125,0.195,0.12221763272424921,8
F,0.525,0.415,0.7055,0.329,0.147,0.199,0.13976194237515868,10
I,0.525,0.4,0.6445,0.345,0.1285,0.2,0.12221763272424921,8
F,0.525,0.375,0.6315,0.3045,0.114,0.19,0.11332868530700317,9
M,0.535,0.43,0.7845,0.3285,0.169,0.245,0.14410034397375684,10
F,0.545,0.44,0.9475,0.366,0.239,0.275,0.13976194237515868,8
I,0.55,0.43,0.712,0.3025,0.152,0.225,0.13540463700620295,10
I,0.55,0.425,0.89,0.4325,0.171,0.236,0.13540463700620295,10
I,0.55,0.42,0.912,0.495,0.1805,0.205,0.14410034397375684,9
I,0.55,0.425,0.656,0.257,0.17,0.203,0.126632650933366,10
F,0.55,0.465,0.936,0.481,0.174,0.2435,0.13976194237515868,9
I,0.555,0.435,0.6975,0.262,0.1575,0.24,0.13540463700620295,11
F,0.555,0.445,1.1465,0.551,0.244,0.2785,0.16126814759612226,8
I,0.56,0.44,0.825,0.402,0.139,0.245,0.1310282624064041,10
I,0.56,0.435,0.72,0.329,0.103,0.251,0.126632650933366,11
I,0.565,0.43,0.8215,0.332,0.1685,0.29,0.13976194237515868,11
